broadCategory,courseLanguage,courseLink,courseRating,courseTitle,instructorLink,instructorRating,instructorTotalCourse,lastUpdated,subcategory,subcategory1,subtitle,unitSold,
Office Productivity,English,https://www.udemy.com/course/aspnet-mvc-with-entity-framework-from-scratch/,4.5,The Complete ASP.Net Core 3.1 MVC With EF Core -Formerly 2.0,https://www.udemy.com/user/mohdmanzoorahmed/,4.4,19,4/2020,Microsoft,ASP.NET MVC,"ASP.NET Core MVC using DIs, MVVM, Identity Server For Security, EF Core With Class Design Techniques and much more..",8920,
Office Productivity,English,https://www.udemy.com/course/cworacle-11g-plsql-fundamentals-1/,4.6,Oracle 11g PL/SQL Fundamentals I,https://www.udemy.com/user/intellezy/,4.4,219,3/2017,Oracle,Pl/SQL,An introduction to the PL/SQL database programming language,3402,
Office Productivity,English,https://www.udemy.com/course/sap-sd-training/,4.5,SAP SD Training - in Plain English,https://www.udemy.com/user/sivaprasad3/,4.5,10,8/2018,SAP,SAP SD,This comprehensive SAP SD Training course will teach you everything you need to learn about SAP SD,27516,
Office Productivity,English,https://www.udemy.com/course/excel-dashboards-reports/,4.7,Visually Effective Excel Dashboards,https://www.udemy.com/user/leila-gharani/,4.7,9,9/2021,Microsoft,Excel Dashboard,Actionable Excel Tips (Templates Included) You Can Use Right Now to Create Eye-Catching Microsoft Excel Dashboards,59417,
Office Productivity,English,https://www.udemy.com/course/excel-with-excel-pivot-tables/,4.7,"Pivot Tables, Power Pivot Tables, Power Query & Power BI",https://www.udemy.com/user/john2373/,4.7,9,2/2021,Microsoft,Pivot Tables,"5 Course Excel Bundle: Microsoft Excel, Pivot Tables, Power Pivot Tables, Power Query & Power BI (Excel 2007-2019, O365)",30746,
Office Productivity,English,https://www.udemy.com/course/most-essential-popular-excel-formulas-and-functions/,4.5,Most Essential & Popular Excel Formulas And Functions - 2021,https://www.udemy.com/user/ahamed-mohideen-ahamed-mohideen-mubeen/,4.3,11,6/2021,Microsoft,Excel,"Vlookup,Excel Formulas and Functions ,Excel, advanced excel ,excel ,Basic Excel, Essential Excel, Excel Beginners,",65102,
Office Productivity,English,https://www.udemy.com/course/tables-and-formulas-with-excel/,4.5,Tables and Formulas with Excel,https://www.udemy.com/user/ianlittlejohn2/,4.6,17,2/2021,Microsoft,Excel Formulas and Functions,"Learn to use tables and create powerful formulas in Excel. Learn SumIF, Date, IF, VLOOKUP and Text formulas",5062,
Office Productivity,English,https://www.udemy.com/course/learn-staffhub/,4.4,Up and Running with Microsoft Teams,https://www.udemy.com/user/7aacd1a1-2931-40c8-8f8c-069e1575a35d/,4.4,2,7/2021,Microsoft,Microsoft Office 365,Learn how to use Microsoft Teams,11125,
Office Productivity,English,https://www.udemy.com/course/the-ultimate-microsoft-office-2010-training-bundle/,4.5,The Ultimate Microsoft Office 2010 Training Bundle 48 Hours,https://www.udemy.com/user/simonsezit/,4.5,174,9/2021,Microsoft,Microsoft Office,"The Most Convenient Way to Boost Your Confidence And Learn MS Office 2010 Inside And Out—Quickly, No Travel or Classes.",6434,
Office Productivity,English,https://www.udemy.com/course/sap-analytics-cloud-sac/,4.4,The Complete SAP Analytics Cloud Course 2021,https://www.udemy.com/user/fredrick-higgins-3/,4.4,1,6/2021,SAP,SAP,"Learn to create stories, plans, digital boardroom, analytic apps, and make predictions in SAC. Data source included.",74463,
Office Productivity,English,https://www.udemy.com/course/effectiveoutlook2010/,4.5,Effective use of Outlook 2010,https://www.udemy.com/user/businessproductivity/,4.5,15,6/2013,Microsoft,Microsoft Outlook,"Learn how to effectively use Microsoft Outlook 2010 to manage email, contacts, tasks and your calendar.",4317,
Office Productivity,English,https://www.udemy.com/course/learn-microsoft-teams/,4.1,Microsoft Teams Ultimate Course 2021,https://www.udemy.com/user/josh-werner/,4,69,6/2021,Microsoft,Microsoft Teams,Everything you need to know about Microsoft Teams,90407,
Office Productivity,English,https://www.udemy.com/course/learn-google-forms/,4.3,Google Forms Ultimate Course 2021,https://www.udemy.com/user/josh-werner/,4,69,8/2021,Google,Google Forms,Everything you need to know about Google Forms,81036,
Office Productivity,English,https://www.udemy.com/course/learning-to-touch-type/,4.4,Touch Typing Mastery - Learn to type correctly,https://www.udemy.com/user/552582df2f464/,4.3,23,5/2020,Other Office Productivity,Typing,Increase your Productivity and Excel at touch typing - Maximize your Words per minute count,7816,
Microsoft,English,https://www.udemy.com/course/comprehensive-microsoft-excel-tutorial/,4.4,Comprehensive Microsoft Excel,https://www.udemy.com/user/jordanhudgens/,4.4,16,10/2013,Excel,Excel,Discover how to use Microsoft Excel with an easy to follow tutorial series that focuses on project based learning.,8971,
Microsoft,English,https://www.udemy.com/course/windows-powershell/,3.7,"Mastering Windows PowerShell v5.1 & 7, Beginner to Advanced",https://www.udemy.com/user/fettah/,4.2,13,8/2021,Microsoft ADFS,Microsoft ADFS,"Start from absolute zero, and learn to use the Powershell 7 as it was meant to be used, Full Practical Training Course",9303,
Office Productivity,English,https://www.udemy.com/course/powershellbeginner/,4.4,PowerShell: A Getting Started Guide for IT Admins,https://www.udemy.com/user/adambertram/,4.4,1,11/2013,Microsoft,PowerShell,A complete guide for the beginning scripter or the veteran scripter that's just starting to learn Powershell,6417,
Microsoft,English,https://www.udemy.com/course/microsoft-excel-learn-ms-excel-for-data-analysis/,4.4,Microsoft Excel - Learn MS EXCEL For DATA Analysis,https://www.udemy.com/user/ataouyl-yassin/,4.2,21,7/2020,Excel,Excel,Excel: learn how Excel can be used for data analysis by creating excel project-excel app-other excel tools,204094,
Office Productivity,English,https://www.udemy.com/course/microsoft-access-2016-course-beginner-to-advanced-training/,4.4,Ultimate Microsoft Access 2016 Course - Beginner to Expert,https://www.udemy.com/user/simonsezit/,4.5,174,2/2021,Microsoft,Microsoft Access,"The Most Convenient Way to Boost Your Confidence And Learn MS Access 2016 Inside and Out—Quickly, No Travel or Classes.",4585,
Office Productivity,English,https://www.udemy.com/course/gcs-microsoft-word-vba-macro-programming-introduction/,4.5,Microsoft Word VBA Macro Programming - Introduction,https://www.udemy.com/user/grantgamble/,4.5,14,7/2020,Microsoft,Microsoft Word,"The only Word VBA programming course on the web. Why learn Excel VBA, if you plan to automate Microsoft Word?",10147,
Office Productivity,English,https://www.udemy.com/course/the-complete-microsoft-excel-pivot-tables-and-pivot-charts/,4.3,The Complete Microsoft Excel Pivot Tables and Pivot Charts,https://www.udemy.com/user/ahamed-mohideen-ahamed-mohideen-mubeen/,4.3,11,1/2021,Microsoft,Excel Analytics,"Excel Charts, Excel Analytics, Excel Pivot Table , Excel Pivot Charts, Excel Dashboard, Excel Data Analysis & Reporting",74818,
Microsoft,English,https://www.udemy.com/course/powerpoint-design-animation/,4.5,Modern PowerPoint Presentation: Be a Creative Pro,https://www.udemy.com/user/arun-nagarathanam/,4.4,5,7/2020,PowerPoint,PowerPoint,Design & animate 20+ professional PowerPoint presentation slides step by step. Expertise in modern PowerPoint design,20869,
Office Productivity,English,https://www.udemy.com/course/30-minute-excel_first-time-excel/,4.3,The Easiest Beginners Guide to Microsoft Excel,https://www.udemy.com/user/jedguinto/,4.5,18,8/2019,Microsoft,Excel,"If you've struggled with Excel or you don't know much about it, I've created this course just for you.",16808,
Office Productivity,English,https://www.udemy.com/course/smart-and-effective-notes-using-microsoft-onenote-2010/,4.7,Smart and effective notes using OneNote 2010,https://www.udemy.com/user/businessproductivity/,4.5,15,5/2013,Microsoft,OneNote,"Learn how to effectively use Microsoft OneNote 2010 to take notes, do research and share notes with others",3192,
Other Office Productivity,English,https://www.udemy.com/course/qbadvantage/,4.3,Complete QuickBooks Training 2018 2019 & 2020,https://www.udemy.com/user/susan-ansell-3/,4.3,1,11/2017,QuickBooks,QuickBooks,"Learn to use QuickBooks Desktop Pro, Premier, or Enterprise 2015, 2016, 2017, 2018, 2019 and 2020 from start to finish",2395,
Other Office Productivity,English,https://www.udemy.com/course/mastering-excel-essential-training-for-all/,4.5,Mastering Microsoft Excel - Essential Training for all,https://www.udemy.com/user/navin-soneja-2/,4.3,2,5/2020,Excel,Excel,Learn all the tools and tricks you can use in day-to-day needs in your office or personal life using Microsoft Excel,65567,
Business,English,https://www.udemy.com/course/powerpoint-master-class-for-business-and-finance-graduates/,4.5,Beginner to Pro in PowerPoint: Complete PowerPoint Training,https://www.udemy.com/user/365careers/,4.6,76,7/2021,Other Business,PowerPoint,PowerPoint lessons that are easy to apply at work! Become the top PowerPoint user in your office. #1 PowerPoint training,35471,
Office Productivity,English,https://www.udemy.com/course/powerpoint-animation/,4.5,PowerPoint Animation Deep Dive: Office Ninja Training,https://www.udemy.com/user/alexmozes/,4.6,4,1/2020,Microsoft,PowerPoint,Bring Emphasis and Subtly to your Presentation game,1970,
Office Productivity,English,https://www.udemy.com/course/azure-cloud-services-6-course-bundle/,4.7,Microsoft Azure Solutions (Exam 70-533) – 9 Course Bundle,https://www.udemy.com/user/intellezy/,4.4,219,6/2018,Microsoft,Microsoft Azure,Get a comprehensive overview of Azure cloud services in this 9-course bundle,11501,
Office Productivity,English,https://www.udemy.com/course/salesforcetraining/,4.7,Complete Salesforce Classic and Mobile New User Training,https://www.udemy.com/user/mike-wheeler-5/,4.5,12,1/2021,Other Office Productivity,Salesforce,"Salesforce Marketing, Sales and Service Cloud New User Training. Also includes Reports, Dashboards & Salesforce1 mobile!",4853,
Microsoft,English,https://www.udemy.com/course/learn-microsoft-office-365/,3.9,Microsoft 365 Ultimate Course 2021,https://www.udemy.com/user/josh-werner/,4,69,6/2021,Microsoft Office 365,Microsoft Office 365,Everything you need to know about Microsoft 365 for 2021,164267,
Office Productivity,English,https://www.udemy.com/course/excel-vba-how-to-write-like-a-professional/,4.5,Excel VBA: How to Write Macros Like a Professional,https://www.udemy.com/user/54ad88599f230/,4.5,1,7/2021,Microsoft,Excel VBA,Learn how to write real-world Excel VBA Macros from scratch. No experience required!,7909,
Office Productivity,English,https://www.udemy.com/course/sql-interview-questions/,4.4,200+ SQL Interview Questions,https://www.udemy.com/user/amarnathrpanyam/,4.4,9,1/2017,Oracle,SQL,Prepare for an SQL Developer Interview with these 200+ Real World SQL Questions and Practical Answers,13532,
Office Productivity,English,https://www.udemy.com/course/sap-abap-programming-for-beginners/,4.4,SAP ABAP Programming For Beginners - Online Training,https://www.udemy.com/user/petermoxon/,4.4,7,7/2015,SAP,SAP ABAP,Learn SAP ABAP Programming With Peter Moxon. Help Study For Certification - Life Time Access + Updates!,37651,
Office Productivity,English,https://www.udemy.com/course/microsoft-365-identity-and-services-exam-ms-100/,4.2,Microsoft 365 Identity And Services (Exam MS-100),https://www.udemy.com/user/intellezy/,4.4,219,1/2021,Microsoft,Microsoft Certification,Learn topics from the Microsoft MS-100 exam,2784,
Office Productivity,English,https://www.udemy.com/course/learn-microsoft-word-2016-for-beginners-training/,4.6,Learn Microsoft Word 2016 For Beginners - Basics to Advanced,https://www.udemy.com/user/simonsezit/,4.5,174,2/2021,Microsoft,Microsoft Word,Become a Word 2016 power user. We start at the very beginning progressing with more than 80 helpful videos.,6706,
Office Productivity,English,https://www.udemy.com/course/excel-dynamic-arrays/,4.7,Master Excel Functions in Office 365 - Excel Dynamic Arrays,https://www.udemy.com/user/leila-gharani/,4.7,9,9/2021,Microsoft,Excel Formulas and Functions,"Learn to Use Excel's NEW Functions (FILTER, UNIQUE, SORT, XLOOKUP...) to Dramatically Simplify the Work You Do in Excel.",10105,
SAP,English,https://www.udemy.com/course/sap-plant-maintenance-training/,4.2,SAP Plant Maintenance Training,https://www.udemy.com/user/farrukhzaheer/,4.2,1,5/2015,SAP Plant Maintenance,SAP Plant Maintenance,"Learn SAP PM Module, by learning the different transactions and business processes in SAP PM, also the configuration.",3651,
Office Productivity,English,https://www.udemy.com/course/excel-hacking-real-strategies-for-excel-masterytemplates/,4.6,Excel Hacking,https://www.udemy.com/user/teachack/,4.5,14,11/2015,Microsoft,Excel,30+Excel Hacks For Accelerated Learning & Comprehensive Guide To All Aspects Excel Related To Become A Specialist ASAP,9623,
Other Office Productivity,English,https://www.udemy.com/course/learn-to-type/,4.2,Typing Mastery: Learn to Type,https://www.udemy.com/user/mortenreyes/,4.2,2,9/2020,Typing,Typing,Learn proper typing techniques to enhance speed and accuracy,4538,
Office Productivity,English,https://www.udemy.com/course/effectiveexcel2013/,3.9,Effective use of Excel 2013 in real life,https://www.udemy.com/user/businessproductivity/,4.5,15,6/2015,Microsoft,Excel,Learn how to effectively use Microsoft Excel 2013 in real-life business scenarios.,2133,
Office Productivity,English,https://www.udemy.com/course/microsoft-excel-getting-started-with-the-basics/,4.5,Microsoft Excel - Getting Started With The MS Excel Basics,https://www.udemy.com/user/martynblythin/,4.6,3,12/2020,Microsoft,Excel,"Excel Formulas and Functions, MS Excel Charts and Graphs, Data Entry, Beginner Excel Training, Microsoft, Excel 2016",17770,
Office Productivity,English,https://www.udemy.com/course/computer-literacy/,4.4,Computer Literacy & Basic Computer Skills for Productivity,https://www.udemy.com/user/toddmcleod/,4.5,20,9/2021,Microsoft,Personal Productivity,"Enhance productivity with this basic computer course: an introduction to computers, Microsoft Windows, & the Apple Mac",3745,
Office Productivity,English,https://www.udemy.com/course/comprehensive-microsoft-word/,4.4,Comprehensive Microsoft Word,https://www.udemy.com/user/jordanhudgens/,4.4,16,3/2021,Microsoft,Microsoft Word,This comprehensive Microsoft Word training course will teach you how to design and customize professional documents.,5599,
Office Productivity,English,https://www.udemy.com/course/google-office-docs-sheets-slides/,4.6,"Getting Started with Google Office: Docs, Sheets, Slides",https://www.udemy.com/user/learnsmart/,4.4,26,10/2015,Google,Google Docs,Gain an overview of the main Google Apps suite: Including Documents (Docs) Spreadsheets (Sheets) & Presentation (Slides),6979,
Office Productivity,English,https://www.udemy.com/course/learn-sap/,4.5,Learn SAP Course - Online Beginner Training,https://www.udemy.com/user/petermoxon/,4.4,7,3/2013,SAP,SAP,Learn SAP with Peter Moxon - Ideal Beginner SAP Training Course! Unlimited Life Time Access & Fully Downloadable!,10897,
Office Productivity,English,https://www.udemy.com/course/google-search-master-class/,4.7,Google Search-Master Class,https://www.udemy.com/user/ibrahim-isaac/,4.7,1,3/2020,Google,Online Search,Use Google Search as a Professional,24341,
Microsoft,English,https://www.udemy.com/course/microsoft-office-specialist-excel-core-exam-77-727/,4.6,77-727 Microsoft Excel 2016 Core Certification,https://www.udemy.com/user/dave-murphy-4/,4.6,7,9/2021,Microsoft Certification,Microsoft Certification,Microsoft Office Specialist - Become a Certified Microsoft Excel Specialist,3783,
Office Productivity,English,https://www.udemy.com/course/access-workshop-1/,4.4,"Microsoft Access VBA, Design and Advanced Methods Workshop 1",https://www.udemy.com/user/brucemyron/,4.6,20,2/2021,Microsoft,Access VBA,Learn new secrets to creating awesome Microsoft Access databases and VBA coding not covered in any of my other courses!,5240,
Microsoft,English,https://www.udemy.com/course/ms-word-crash-course/,4.3,A Beginners Guide to Microsoft Word in 30 minutes,https://www.udemy.com/user/jawad-abdul-mateen/,4.1,12,5/2016,Microsoft Word,Microsoft Word,Start working in MS-Word after only 30 minutes of comprehensive training,5570,
Office Productivity,English,https://www.udemy.com/course/powerpoint-2010/,4.6,Powerpoint 2010,https://www.udemy.com/user/learnitanytime/,4.5,22,7/2013,Microsoft,PowerPoint,Microsoft's business presentation application PowerPoint simplifies the task of adding an extra appeal to Presentations.,1572,
Office Productivity,English,https://www.udemy.com/course/sharepoint-2016-tutorial-online-365/,4.2,Beginning SharePoint 2013/ 2016 /Online (part of Office 365),https://www.udemy.com/user/6e28a4ed-f9e4-4fb8-a076-ad9b60ac2b5c/,4,10,12/2016,Microsoft,SharePoint,This course will help you understand SharePoint 2013-2016/SharePoint Online and to develop SharePoint Business Solutions,6112,
SAP,English,https://www.udemy.com/course/become-an-sap-hcm-consultant/,4.2,Become an SAP HCM Consultant,https://www.udemy.com/user/ahmed538/,4.2,1,4/2014,SAP HCM,SAP HCM,Step by Step Configuration of SAP HCM Core Modules,6726,
Office Productivity,English,https://www.udemy.com/course/powerpoint-speed-training/,4.4,Microsoft PowerPoint - Advanced PowerPoint Training,https://www.udemy.com/user/taylorcroonquist/,4.4,2,7/2020,Microsoft,PowerPoint,PowerPoint Training That Actually Works. NEW and UPDATED for Microsoft 365 (PowerPoint 2019).,14413,
Office Productivity,English,https://www.udemy.com/course/mac-clarity/,4.4,Mac Clarity - Master Your Mac,https://www.udemy.com/user/arronartikai/,4.4,1,6/2014,Apple,Mac Basics,"Learn how to use your Mac and change your life. Feel Empowered, Creative and Inspired.",5015,
Office Productivity,English,https://www.udemy.com/course/ms-office-excel-word-access-powerpoint-2019-beginners/,4.5,"MS Office; Excel, Word, Access & PowerPoint 2019 - Beginners",https://www.udemy.com/user/simonsezit/,4.5,174,2/2021,Microsoft,Microsoft Office,Learn the essentials of Microsoft Office in this 4-course bundle for Office 365 or Office 2019 users.,3656,
Office Productivity,English,https://www.udemy.com/course/onenote2013/,4.2,Effective use of OneNote 2013 in real life,https://www.udemy.com/user/businessproductivity/,4.5,15,9/2015,Microsoft,OneNote,Improve your note-taking skills and learn how to effectively use Microsoft OneNote 2013 to organize and share your notes,4360,
Microsoft,English,https://www.udemy.com/course/microsoft-excel-advanced-functions-with-index-and-match/,4.7,Microsoft Excel Advanced Functions with INDEX and MATCH,https://www.udemy.com/user/kyle-pew/,4.6,19,6/2018,Excel Formulas and Functions,Excel Formulas and Functions,"Develop Dynamic Excel Worksheets by Mastering Excel's INDEX and MATCH functions (Excel 2007, 2010, 2013, 2016)",18372,
Office Productivity,English,https://www.udemy.com/course/sap-customer-service-cssm-service-management-module/,4.6,SAP Customer Service (CS/SM) - Service Management module,https://www.udemy.com/user/5474c0e802b5b/,4.4,4,8/2018,SAP,SAP SD,"Real World SAP CS and SD, Repair Orders, Service Orders, Service Contracts",2001,
Office Productivity,English,https://www.udemy.com/course/learn-microsoft-excel-/,4,Microsoft Excel Ultimate Course 2021,https://www.udemy.com/user/josh-werner/,4,69,8/2021,Microsoft,Excel,Everything you need to know about Microsoft Excel,65296,
Microsoft,English,https://www.udemy.com/course/office-365-powerapps/,4.4,Microsoft 365 PowerApps,https://www.udemy.com/user/intellezy/,4.4,219,8/2019,Microsoft PowerApps,Microsoft PowerApps,Introduction to the tools that help you create forms and gather data.,2087,
Office Productivity,English,https://www.udemy.com/course/mac-numbers/,4.4,Mac Numbers: Creating and Using Spreadsheets On Your Mac,https://www.udemy.com/user/gary-rosenzweig/,4.5,18,9/2018,Apple,Numbers For Mac,"Build spreadsheets, perform calculations, create charts and design forms with practical examples.",4105,
Microsoft,English,https://www.udemy.com/course/excel-pivot-table/,4.4,Excel Deep Dive: Pivot Tables Workshop,https://www.udemy.com/user/alexmozes/,4.6,4,8/2019,Pivot Tables,Pivot Tables,Excel data mastery is possible! Learn how to use pivot tables in excel and learn how to use pivot tables to get a raise,9027,
Microsoft,English,https://www.udemy.com/course/advanced-excel/,4.7,Microsoft Excel 2010: Advanced Training,https://www.udemy.com/user/infiniteskills/,4.3,323,1/2017,Excel,Excel,Master Advanced Excel 2010 Features. Become A Expert And Learn To Use Excel Like A Pro With This Advanced Excel Training,75526,
Office Productivity,English,https://www.udemy.com/course/mastering-office-365-2016/,4.5,Mastering Office 365 (2019),https://www.udemy.com/user/chipreaves/,4.4,71,3/2020,Microsoft,Microsoft Office 365,"How To Take Full Advantage of Office 365: Your Modern, Collaborative Business Tools",17190,
Microsoft,English,https://www.udemy.com/course/the-power-modeling-bootcamp-advanced-excel-in-10-days/,4.6,The Microsoft Excel Course: Advanced Excel Training,https://www.udemy.com/user/365careers/,4.6,76,1/2021,Excel,Excel,"Excel: Advanced Excel Formatting, Excel Functions, Excel Modeling in Practice: Hands-on!",12023,
Office Productivity,English,https://www.udemy.com/course/introduction-to-microsoft-powerpoint-2013/,4.4,Introduction to Microsoft PowerPoint 2013,https://www.udemy.com/user/simonsezit/,4.5,174,2/2021,Microsoft,PowerPoint,Learn the basics of using Microsoft PowerPoint 2013,8482,
Microsoft,English,https://www.udemy.com/course/how-to-use-vlookup-in-excel-a-simplest-tutorial/,4.5,How to use Vlookup in Excel - A simplest tutorial,https://www.udemy.com/user/nurturetechacademy/,4.4,3,12/2013,Excel,Excel,Learn Lookup functionality in just 50 minutes,22411,
Office Productivity,English,https://www.udemy.com/course/introduction-to-microsoft-word-2013-training/,4.5,Introduction to Microsoft Word 2013,https://www.udemy.com/user/simonsezit/,4.5,174,2/2021,Microsoft,Microsoft Word,Learn the basics of using Microsoft Word 2013,8616,
Microsoft,English,https://www.udemy.com/course/case-study-powerpoint-2013-presentation-slide-by-slide/,4.6,Powerpoint 2016 2019 - Master powerpoint presentation,https://www.udemy.com/user/andrzejpach/,4.6,24,9/2021,PowerPoint,PowerPoint,Complete Powerpoint Design Masterclass - 20+ powerpoint 365 presentation slides. Powerpoint from beginner to pro,63470,
Office Productivity,English,https://www.udemy.com/course/slide_zoom/,4.9,PowerPoint Slide Zoom Course,https://www.udemy.com/user/one-skill/,4.8,2,12/2020,Microsoft,PowerPoint,Start Creating Stunning PowerPoint Presentations Today!,1781,
Microsoft,English,https://www.udemy.com/course/excel-master-class-power-pivot-data-model-and-dax-formulas/,4.4,Complete Introduction to Excel Power Pivot,https://www.udemy.com/user/ianlittlejohn2/,4.6,17,2/2021,Data Analysis,Data Analysis,"Concise, yet effective course on Excel DAX, Data Models & Relationships and working with enormous data volumes",2245,
Microsoft,English,https://www.udemy.com/course/power-bi-master-class-data-modelling-and-dax-formulas/,4.5,Power BI Master Class-Data Models and DAX Formulas 2021,https://www.udemy.com/user/ianlittlejohn2/,4.6,17,6/2021,Microsoft Power BI,Microsoft Power BI,"Learn how to create data models, relationships and use DAX formulas in Microsoft Power BI",15744,
Office Productivity,English,https://www.udemy.com/course/effectiveoutlook2013/,4.5,Effective use of Outlook 2013,https://www.udemy.com/user/businessproductivity/,4.5,15,11/2015,Microsoft,Microsoft Outlook,Save time and become more organized with better work methods and more effective use of Microsoft Outlook 2013.,6430,
Office Productivity,English,https://www.udemy.com/course/office-shortcuts/,4.6,Microsoft Office Shortcuts and Speed Tips,https://www.udemy.com/user/christopher-boykin-2/,4.6,4,11/2017,Microsoft,Microsoft Office,"Work faster, not harder in Microsoft Windows, Excel, Word and PowerPoint with these shortcuts tips",14947,
Office Productivity,English,https://www.udemy.com/course/master-microsoft-excel-macros-and-vba-with-5-simple-projects/,4.6,Master Microsoft Excel Macros and Excel VBA,https://www.udemy.com/user/kyle-pew/,4.6,19,2/2018,Microsoft,Excel VBA,Project Based Course on Excel VBA (Visual Basic for Applications) and Excel Macros,52692,
Office Productivity,English,https://www.udemy.com/course/microsoft-excel-101/,4.5,The Complete Excel Course for Beginners 2020,https://www.udemy.com/user/kristaan-ivory/,4.5,1,2/2020,Microsoft,Excel,Learn the basics of Excel and build a solid understanding of how to use it,12533,
Microsoft,English,https://www.udemy.com/course/visio-tutorial-training/,3.8,Microsoft Visio 2016 Tutorial: BEGINNER to ADVANCED fast!!,https://www.udemy.com/user/srikanth14/,4.5,10,10/2016,Microsoft Visio,Microsoft Visio,This online course on Microsoft Visio 2016 will teach you how to create WORLD CLASS diagrams. Leverage Visio like a PRO!,6284,
Office Productivity,English,https://www.udemy.com/course/microsoft-excel-2016-training-online-course/,4.7,Microsoft Excel 2016 Training: Beginner to Intermediate,https://www.udemy.com/user/simonsezit/,4.5,174,2/2021,Microsoft,Excel,The Most Convenient Way to Boost Your Confidence And Learn Microsoft Excel 2016 Inside And Out.,15602,
Office Productivity,English,https://www.udemy.com/course/sap-simplified-for-absolute-beginners/,4.5,SAP Simplified for Absolute Beginners,https://www.udemy.com/user/janedoe5/,4.5,6,5/2020,SAP,SAP,Easy to follow Introduction into SAP ERP,34619,
Office Productivity,English,https://www.udemy.com/course/oracle-sql-developer-tips-and-tricks/,4.5,Oracle SQL Developer: Mastering its Features + Tips & Tricks,https://www.udemy.com/user/carlosdeleon/,4.5,2,4/2021,Oracle,Oracle SQL,Use Oracle SQL Developer like a Pro: Learn the features & tricks that will help you be the most efficient SQL developer,71344,
Office Productivity,English,https://www.udemy.com/course/azure-active-directory/,4.2,Azure - Active Directory,https://www.udemy.com/user/intellezy/,4.4,219,6/2018,Microsoft,Microsoft Azure,Learn Azure as it pertains to Active Directory.,5804,
Office Productivity,English,https://www.udemy.com/course/quantity-surveyingbuilding-estimation/,4.4,Quantity Surveying Building Estimation With Cad And Excel,https://www.udemy.com/user/mudassir-afraz/,4.4,13,9/2021,Other Office Productivity,AutoCAD,"Quantity Surveying,Quantity Takeoff,Steel Estimation,Rate Analysis,B.O.Q,Payments To Contractor,Interim Payment In Excel",7695,
Office Productivity,English,https://www.udemy.com/course/sharepoint-2016-site-owner/,4.2,SharePoint 2016 Site Owner,https://www.udemy.com/user/intellezy/,4.4,219,4/2018,Microsoft,SharePoint,Students will get a comprehensive overview of SharePoint owner roles and responsibitlies,3120,
Office Productivity,English,https://www.udemy.com/course/powerpoint-excel-fusion-exec-strategies-250-slide-deck/,4.6,PowerPoint & Excel Fusion (+250 PowerPoint Slides),https://www.udemy.com/user/teachack/,4.5,14,6/2020,Microsoft,Excel,PowerPoint Design & Excel Charts Fundamentals To Create Stunning PowerPoint Presentations That Are Easily Updatable,9542,
Office Productivity,English,https://www.udemy.com/course/vlookup-hlookup/,4.5,MS Excel Data Cross Referencing using VLOOKUP and HLOOKUP,https://www.udemy.com/user/jedguinto/,4.5,18,8/2019,Microsoft,Vlookup,"Mastering the use of LOOKUP'S will allow you to manipulate, extract and distribute information like never before!",9898,
Apple,English,https://www.udemy.com/course/the-complete-imovie-course/,4.6,The Complete iMovie Course - from Beginner to Advanced 2021!,https://www.udemy.com/user/rafisaar/,4.4,4,6/2021,iMovie,iMovie,Learn everything about iMovie and WOW your friends and family with your movie editing talents and with your cool movies!,9353,
Oracle,English,https://www.udemy.com/course/oracle-data-integrator-odi-12c-developer-course/,4.3,Oracle Data Integrator (ODI) 12c Developer Course,https://www.udemy.com/user/22cd3e00-a2d5-41c7-8630-2b69452f00ae/,4.3,10,9/2021,Oracle Data Integrator,Oracle Data Integrator,Oracle Data Integrator (ODI) 12c Developer Course,3261,
